series_name,date,value,units,source
REMITTANCE_GROWTH,1994-12-31,-8.584726,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,1995-12-31,13.376589,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,1996-12-31,-22.284313,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,1997-12-31,11.997094,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,1998-12-31,36.489191,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,1999-12-31,23.639583,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2000-12-31,33.590316,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2001-12-31,31.827386,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2002-12-31,361.601654,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2003-12-31,13.646007,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2004-12-31,6.683788,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2005-12-31,47.31462,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2006-12-31,19.921071,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2007-12-31,19.310558,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2008-12-31,57.287371,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2009-12-31,9.394323,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2010-12-31,16.114701,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2011-12-31,21.731559,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2012-12-31,13.650146,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2013-12-31,16.509023,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2014-12-31,5.461395,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2015-12-31,14.28656,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2016-12-31,-1.754803,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2017-12-31,4.783771,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2018-12-31,19.608394,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2019-12-31,-0.508815,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2020-12-31,-1.658339,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2021-12-31,1.458062,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2022-12-31,14.414107,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2023-12-31,14.373163,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
REMITTANCE_GROWTH,2024-12-31,4.552509,percent_yoy,WORLD_BANK_BX.TRF.PWKR.CD.DT
